FeatureID,SampleID,RelAbundance,Time,sign|Time
Actinomyces_SGB17132,A17H0,0,T0,TRUE
Blautia_wexlerae,A17H0,0.016514013341442216,T0,TRUE
Bifidobacterium_pseudocatenulatum,A17H0,0,T0,TRUE
Ruminococcus_sp_AF41_9,A17H0,0,T0,TRUE
Lactobacillus_gasseri,A17H0,0,T0,TRUE
Blautia_obeum,A17H0,0.006405606895332808,T0,TRUE
Clostridium_sp_1001270J_160509_D11,A17H0,0,T0,TRUE
Adlercreutzia_equolifaciens,A17H0,0.01129142676700697,T0,TRUE
Dysosmobacter_welbionis,A17H0,3.148938374081811e-4,T0,TRUE
Hungatella_hathewayi,A17H12,0,T12,TRUE
Flavonifractor_plautii,A17H12,0,T12,TRUE
Anaerostipes_hadrus,A17H12,0.11122454691885197,T12,TRUE
Actinomyces_SGB17132,A17H12,0,T12,TRUE
Blautia_wexlerae,A17H12,0.15444101187305476,T12,TRUE
Bifidobacterium_pseudocatenulatum,A17H12,0.00674986019309224,T12,TRUE
Ruminococcus_sp_AF41_9,A17H12,0,T12,TRUE
Lactobacillus_gasseri,A17H12,0,T12,TRUE
Blautia_obeum,A17H12,0.0010663991915726878,T12,TRUE
Clostridium_sp_1001270J_160509_D11,A17H12,0,T12,TRUE
Adlercreutzia_equolifaciens,A17H12,0.004632528580340927,T12,TRUE
Dysosmobacter_welbionis,A17H12,0,T12,TRUE
Hungatella_hathewayi,A19H0,0,T0,TRUE
Flavonifractor_plautii,A19H0,0.028066741164168445,T0,TRUE
Anaerostipes_hadrus,A19H0,0.03817196026772869,T0,TRUE
Actinomyces_SGB17132,A19H0,5.937089962120636e-5,T0,TRUE
Blautia_wexlerae,A19H0,0.009142266909908919,T0,TRUE
Bifidobacterium_pseudocatenulatum,A19H0,0,T0,TRUE
Ruminococcus_sp_AF41_9,A19H0,0,T0,TRUE
Lactobacillus_gasseri,A19H0,0,T0,TRUE
Blautia_obeum,A19H0,1.5086048264404894e-4,T0,TRUE
Clostridium_sp_1001270J_160509_D11,A19H0,0,T0,TRUE
Adlercreutzia_equolifaciens,A19H0,0,T0,TRUE
Dysosmobacter_welbionis,A19H0,0,T0,TRUE
Hungatella_hathewayi,A19H12,0,T12,TRUE
Flavonifractor_plautii,A19H12,9.174541493296315e-4,T12,TRUE
Anaerostipes_hadrus,A19H12,0.025177882032997638,T12,TRUE
Actinomyces_SGB17132,A19H12,0,T12,TRUE
Blautia_wexlerae,A19H12,0.005938784638408188,T12,TRUE
Bifidobacterium_pseudocatenulatum,A19H12,0,T12,TRUE
Ruminococcus_sp_AF41_9,A19H12,0,T12,TRUE
Lactobacillus_gasseri,A19H12,0.001004607317397052,T12,TRUE
Blautia_obeum,A19H12,0.002263281048067318,T12,TRUE
Clostridium_sp_1001270J_160509_D11,A19H12,0,T12,TRUE
Adlercreutzia_equolifaciens,A19H12,0,T12,TRUE
Dysosmobacter_welbionis,A19H12,0,T12,TRUE
Hungatella_hathewayi,A20H0,0,T0,TRUE
Flavonifractor_plautii,A20H0,0.0025062322429178366,T0,TRUE
Anaerostipes_hadrus,A20H0,0.004794531247321079,T0,TRUE
Actinomyces_SGB17132,A20H0,0,T0,TRUE
Blautia_wexlerae,A20H0,0,T0,TRUE
Bifidobacterium_pseudocatenulatum,A20H0,0,T0,TRUE
Ruminococcus_sp_AF41_9,A20H0,0,T0,TRUE
Lactobacillus_gasseri,A20H0,0,T0,TRUE
Blautia_obeum,A20H0,0.0019694001921012915,T0,TRUE
Clostridium_sp_1001270J_160509_D11,A20H0,0,T0,TRUE
Adlercreutzia_equolifaciens,A20H0,0,T0,TRUE
Dysosmobacter_welbionis,A20H0,8.949740861377315e-4,T0,TRUE
Hungatella_hathewayi,A20H12,5.0366131177411874e-5,T12,TRUE
Flavonifractor_plautii,A20H12,4.131670246819932e-4,T12,TRUE
Anaerostipes_hadrus,A20H12,0.07396960662874771,T12,TRUE
Actinomyces_SGB17132,A20H12,0,T12,TRUE
Blautia_wexlerae,A20H12,0.20409815558756916,T12,TRUE
Bifidobacterium_pseudocatenulatum,A20H12,0.0826514096515158,T12,TRUE
Ruminococcus_sp_AF41_9,A20H12,0,T12,TRUE
Lactobacillus_gasseri,A20H12,0.0015912402471517835,T12,TRUE
