SampleType,Time,Rank,Taxon,n_samples,mean_RA_percent,sd_RA_percent,median_RA_percent,Q1_RA_percent,Q3_RA_percent,min_RA_percent,max_RA_percent
feces,T0,Species,Enterocloster_clostridioformis,34,1.2401678815196584,5.550557239540809,0.011311674140933512,0,0.17305642225783927,0,32.21846350277408
feces,T0,Species,Ruminococcus_torques,34,1.209140798219695,1.7189691964420863,0.38571835343210276,0.017110414313510073,1.4083800723590145,0,6.584529322169236
feces,T0,Species,Bifidobacterium_adolescentis,34,1.1722421580109916,4.291211097100645,0,0,0,0,23.200812320081234
feces,T0,Species,Ruthenibacterium_lactatiformans,34,1.1048787739390833,3.4024363650564684,0.06596293489118937,0,0.3641108503528552,0,17.82795775604385
feces,T0,Species,Mediterraneibacter_faecis,34,1.085232751139534,2.8191856085436147,0,0,0.07216158446070534,0,12.857971437718172
feces,T0,Species,Collinsella_aerofaciens,34,1.0779874624696644,3.602513779182891,0.05737692347813435,0,0.4749132810636858,0,20.677201287141997
feces,T0,Species,Blautia_obeum,34,1.0661663439841949,5.17922603653281,0.0026135496314742012,0,0.0679443096834906,0,30.100103979979203
feces,T0,Species,Streptococcus_parasanguinis,34,0.972413604901705,1.7245409668874174,0.08173959464293165,0.0015641344247459626,1.4041535357825092,0,7.056403416026711
feces,T0,Species,Vescimonas_coprocola,34,0.9630984812099437,2.8140855083742222,0,0,0.01809507237661863,0,13.60053542323011
feces,T0,Species,Veillonella_parvula,34,0.9616017708181547,2.906114619122961,0,0,0.11024175850384926,0,15.632871316843058
feces,T0,Species,Catenibacterium_tridentinum,34,0.9016384477396503,5.257410415312889,0,0,0,0,30.65570722314811
feces,T0,Species,Lactiplantibacillus_plantarum,34,0.8651280151553821,4.973024055908521,0,0,0,0,29.007375853655077
feces,T0,Species,Gemmiger_formicilis,34,0.8439554786568261,3.0188717171706227,0,0,2.7791406416419824e-4,0,16.674075542499914
feces,T0,Species,Blautia_caecimuris,34,0.8168356433414563,2.5282883267150473,0.0044242747955743995,0,0.43368423271320555,0,14.375612479489
feces,T0,Species,Anaerobutyricum_hallii,34,0.8114418316805847,2.1627097671703255,0.006433175854058165,0,0.39700509544236195,0,9.300266625486307
feces,T0,Species,Blautia_hansenii,34,0.7917139962659648,1.5965687380246016,0.009600260864715476,0,0.8376085599960861,0,7.898029086671587
feces,T0,Species,Faecalibacterium_prausnitzii,34,0.7855104765889245,1.63565262759778,0.09845001376800216,0,0.9070120947203071,0,8.803161854937219
feces,T0,Species,Enterococcus_faecalis,34,0.7472820973104207,3.49539724928332,2.2599244582584418e-4,0,0.18876739825309452,0,20.428315070551037
feces,T0,Species,GGB51647_SGB4348,34,0.7304320870352936,2.2763471242280393,0,0,0.3866607195420113,0,11.317411680986943
feces,T0,Species,Phocaeicola_dorei,34,0.7103098684540567,1.7450924191582375,0,0,0.046525833434579215,0,6.650284125045111
feces,T0,Species,Erysipelatoclostridium_ramosum,34,0.6837160300666575,1.569521885556298,0.13437722865193624,0.00218118137439123,0.3426958009283605,0,6.991446608249105
feces,T0,Species,Eggerthella_lenta,34,0.659445116577598,1.2004560316820923,0.15878518550896764,0,0.5502564826173664,0,5.045998032468575
feces,T0,Species,Candidatus_Cibionibacter_quicibialis,34,0.6396697675432172,1.9447994669757767,0,0,0.07888738126188796,0,9.39431
feces,T0,Species,Klebsiella_pneumoniae,34,0.6339578057739079,3.6589736058387166,0,0,0,0,21.341138637555986
feces,T0,Species,Blautia_faecis,34,0.6014248821135849,1.0998774645081408,0.05863269333496783,0,0.6272651647205963,0,4.2263510154832415
feces,T0,Species,Lactobacillus_johnsonii,34,0.587970490427284,3.4164377195465763,0,0,0,0,19.923027811387904
feces,T0,Species,Enterocloster_bolteae,34,0.5756619674629276,2.3581822059764956,0.0037506718410093105,0,0.04214828346443596,0,13.426582329411326
feces,T0,Species,Faecalimonas_umbilicata,34,0.5637644617588274,1.0248803511436944,0.002150816900501793,0,0.5154890504963406,0,3.31891529612311
feces,T0,Species,Limosilactobacillus_mucosae,34,0.5593877055305316,2.2211752161781266,0,0,0,0,11.40801
feces,T0,Species,Enterococcus_faecium,34,0.5579500462745456,2.6962228253702665,0,0,0.1387259704149024,0,15.764801576480158
feces,T0,Species,Coprococcus_comes,34,0.5224552878535929,0.9729928804079453,0,0,0.6255460760360714,0,3.8672078778406007
feces,T0,Species,Anaerobutyricum_soehngenii,34,0.5116491677561424,1.3165799381001213,0.047393910336729,0,0.21117742884017338,0,5.2622605262260524
feces,T0,Species,Eubacterium_ramulus,34,0.5003006157626956,1.3086664711005311,0,0,0.023683705754632953,0,5.669240205794367
feces,T0,Species,Blautia_producta,34,0.4447481525224484,1.2299064843016676,0.016585187541280605,0,0.10147878831171461,0,6.122028775594244
feces,T0,Species,Ruminococcus_bicirculans,34,0.44029224931791694,1.5441728573377254,0,0,0,0,7.878261575652315
feces,T0,Species,Bacteroides_fragilis,34,0.4076637536897077,1.1590928690288085,0.00450609679386559,0,0.23024374056365915,0,4.887074913269665
feces,T0,Species,Sellimonas_intestinalis,34,0.3984661640912859,0.9363924806234616,0.011305047397169478,0,0.26627239086228865,0,4.036026733951551
feces,T0,Species,Clostridiaceae_bacterium,34,0.3920115790194548,0.9513178386350373,0,0,0.16961251884525225,0,3.972980570520207
feces,T0,Species,Clostridium_spiroforme,34,0.39128609716791346,1.5637754679638942,0,0,0.01549126393332445,0,8.95743804992171
feces,T0,Species,Flavonifractor_plautii,34,0.3878026899639503,0.9092163653398722,0.039959959071787135,0,0.3428298997552257,0,4.674860255167234
feces,T0,Species,Roseburia_lenta,34,0.3870478081375088,2.065480842814746,0,0,0,0,12.054031200743044
feces,T0,Species,Coprobacillus_cateniformis,34,0.38691183067093154,2.249496091762206,0,0,0,0,13.11780528628605
feces,T0,Species,Blautia_glucerasea,34,0.3744540540047366,1.9314597106146465,0,0,0.021946899087750785,0,11.292436747896357
feces,T0,Species,GGB3304_SGB4367,34,0.3667871054674456,1.8458062580601273,0,0,0,0,10.743794939842209
feces,T0,Species,Acidaminococcus_intestini,34,0.35092637045680514,1.3497570060790776,0,0,0,0,7.014331488059177
feces,T0,Species,Roseburia_faecis,34,0.317865291535771,0.8794502034343898,0,0,0.18218170705878647,0,3.659407538172945
feces,T0,Species,Lactobacillus_amylovorus,34,0.3125763337526437,1.8186869809425676,0,0,0,0,10.60533
feces,T0,Species,Pediococcus_acidilactici,34,0.28903356577281974,1.1823869562594511,0,0,0,0,5.664959663473639
feces,T0,Species,Dorea_formicigenerans,34,0.26728969555432747,0.5817463595569052,0.006315971423562279,0,0.32877221014557856,0,3.0759212049999762
feces,T0,Species,Phocaeicola_vulgatus,34,0.25393621236057884,0.47507641708031245,0.0015650370089511302,0,0.25177260321824024,0,1.88718302846841
feces,T0,Species,Bifidobacterium_animalis,34,0.2527097398096309,1.2178415215737501,0,0,5.514954717634528e-4,0,7.015162104548632
feces,T0,Species,Parafannyhessea_umbonata,34,0.24597395959034118,1.0122993505870228,0,0,0,0,4.8572518961628
feces,T0,Species,Veillonella_atypica,34,0.23475558467129537,0.7295762525689865,0,0,9.762257490505079e-5,0,4.006382912618986
feces,T0,Species,GGB9512_SGB14909,34,0.23098561377924598,1.204196164472567,0,0,0,0,7.026430085382418
feces,T0,Species,Clostridium_innocuum,34,0.2245704112212815,0.3770100793097893,0.021617491461221244,4.100000820000164e-4,0.375891229307475,0,1.6408436578088004
feces,T0,Species,Eubacterium_callanderi,34,0.22233377178178151,1.2964175278590815,0,0,0,0,7.559348240580571
feces,T0,Species,Clostridium_fessum,34,0.21964730625208936,0.6206258448759293,0,0,0.06740493957449001,0,3.101393870716104
feces,T0,Species,GGB3256_SGB4303,34,0.21314471189063655,0.6149905751184837,0,0,0,0,2.220521419815118
feces,T0,Species,Faecalibacterium_sp_CLA_AA_H233,34,0.21244741240954845,1.1402825155060496,0,0,0,0,6.656925068676848
feces,T0,Species,Lachnospiraceae_bacterium_2_1_46FAA,34,0.20365928150736307,1.1834876572837696,0,0,0,0,6.901515575830343
feces,T0,Species,GGB3653_SGB4964,34,0.19831466366061354,0.778140740732616,0,0,0,0,4.242887135742418
feces,T0,Species,Clostridium_symbiosum,34,0.19140566955579466,0.5719286427662439,0.0079781863098053,0,0.12326338573968096,0,3.2991223780578895
feces,T0,Species,Clostridium_sp_AT4,34,0.17959153245001092,0.688883745411168,0,0,0,0,3.8125015388366337
feces,T0,Species,Veillonella_ratti,34,0.17764283471405712,1.0338266874662978,0,0,0,0,6.028526378011941
feces,T0,Species,Faecalicatena_fissicatena,34,0.16242957880346987,0.6560147851058166,0,0,0,0,3.2332488121585943
feces,T0,Species,Bilophila_wadsworthia,34,0.16229328904233023,0.6107820394226069,0,0,0.04572247800601685,0,3.4936941367250403
feces,T0,Species,GGB30134_SGB43057,34,0.16211828358805927,0.9443393079469502,0,0,0,0,5.50655987876784
feces,T0,Species,GGB9715_SGB15265,34,0.16204107667812895,0.5288444623599556,0,0,0,0,2.8161167354801235
feces,T0,Species,Bacteroides_caccae,34,0.16096513227721984,0.4171811916136545,0,0,0.004376720367493849,0,1.6305053195561272
feces,T0,Species,Romboutsia_timonensis,34,0.1599896569634893,0.4349867316232207,0.0024193660950468546,0,0.08362735935210797,0,2.336501806623162
feces,T0,Species,Tyzzerella_nexilis,34,0.1588995366610424,0.4783262874748033,0,0,0,0,1.9093384513788676
feces,T0,Species,Bacteroides_uniformis,34,0.15043685752017152,0.351423027720955,0.001062170815978087,0,0.06445939394532038,0,1.3391674359919061
feces,T0,Species,Streptococcus_australis,34,0.1423876074568261,0.44215266196418923,0,0,0.04181418298035045,0,2.3657491875571575
feces,T0,Species,Brotolimicola_acetigignens,34,0.1403385466049918,0.7985920079315872,0,0,0,0,4.659498924778712
feces,T0,Species,Clostridium_scindens,34,0.13478683019924015,0.29383644128094266,0.006072876378009018,0,0.07511805172772136,0,1.4352248493593007
feces,T0,Species,Parabacteroides_merdae,34,0.1319837449613136,0.5394611559088525,0,0,0.014378658307393885,0,3.111473763029139
feces,T0,Species,Longicatena_caecimuris,34,0.13189188714143638,0.6044456471837322,0,0,0,0,3.4398791122132946
feces,T0,Species,Clostridia_bacterium,34,0.1309342032359535,0.3649017407927469,0,0,0,0,1.6833816082006237
feces,T0,Species,Peptostreptococcus_russellii,34,0.1294377311316105,0.6914365235402419,0,0,0,0,4.0256185036588175
feces,T0,Species,Clostridium_saudiense,34,0.1265915511357435,0.49656144935623614,0,0,0.005018109415993433,0,2.485259542707032
feces,T0,Species,Phascolarctobacterium_faecium,34,0.12485568062645132,0.6583130163111683,0,0,0,0,3.844112621145515
feces,T0,Species,GGB3363_SGB4447,34,0.12269820602042746,0.5358096407879114,0,0,0,0,2.8871799223901253
feces,T0,Species,Blautia_SGB4793,34,0.12177261239467367,0.5701460446133211,0,0,0,0,3.2915142436960636
feces,T0,Species,Evtepia_gabavorous,34,0.11544251341661108,0.3304143894583071,0,0,0,0,1.7872611388443354
feces,T0,Species,Clostridiaceae_unclassified_SGB15090,34,0.1153221578150981,0.6723332557868097,0,0,0,0,3.920360784072157
feces,T0,Species,Enterococcus_avium,34,0.11473791006213867,0.5860494273160559,0,0,0,0,3.400285547440024
feces,T0,Species,Hungatella_hathewayi,34,0.11416908926213162,0.3448510258604614,0,0,0.05008908909235296,0,1.904681518114144
feces,T0,Species,Parabacteroides_distasonis,34,0.11174375174702675,0.22446613897941475,0.010202878610196305,0,0.09133759494545958,0,1.0235478135264573
feces,T0,Species,Megasphaera_SGB5856,34,0.11171221833312084,0.6513885711668828,0,0,0,0,3.7982154233261083
feces,T0,Species,Schaalia_odontolytica,34,0.11170365849830698,0.2787259368645101,0,0,0.02583991103155837,0,1.2660801571993416
feces,T0,Species,Faecalibacillus_faecis,34,0.11138477216934198,0.539642789618761,0,0,0,0,3.1291374618137184
feces,T0,Species,Bacteroides_eggerthii,34,0.10966260437812916,0.45219921996848605,0,0,0,0,2.447909685358268
feces,T0,Species,Agathobaculum_butyriciproducens,34,0.10916685024365852,0.15667035968030013,0.04755362805139905,0,0.12471305945332475,0,0.5414270485344819
feces,T0,Species,Oliverpabstia_intestinalis,34,0.10857379346028503,0.3389135356591078,0,0,0.008906420735125197,0,1.4968494441620899
feces,T0,Species,Tyzzerella_SGB4587,34,0.10614577975350668,0.6189309355835417,0,0,0,0,3.608956511619227
feces,T0,Species,Lacticaseibacillus_rhamnosus,34,0.10581372111605353,0.5163544855843709,0,0,0.0038829580747296684,0,3.0046766677673067
feces,T0,Species,GGB9730_SGB15290,34,0.10467922346092853,0.5950364219160245,0,0,0,0,3.4711798660158797
feces,T0,Species,Oscillospiraceae_bacterium_CLA_AA_H250,34,0.10203793771228296,0.3016432474806152,0,0,0.027175938435066417,0,1.6136565400151883
feces,T0,Species,Eisenbergiella_massiliensis,34,0.1015020318189024,0.5468144759578364,0,0,0,0,3.19370000973222
feces,T0,Species,Bacteroides_stercoris,34,0.09270309857782769,0.46442841005687485,0,0,0,0,2.7103041702022375
feces,T0,Species,Bifidobacterium_breve,34,0.0869282615934129,0.2941125619366216,0,0,0,0,1.2548852760759712
feces,T0,Species,Limosilactobacillus_reuteri,34,0.08650277700675112,0.4855809961703548,0,0,0,0,2.832794488288136
feces,T0,Species,Enterocloster_aldenensis,34,0.08527992979217949,0.2716485147152011,0.0022759155714303946,0,0.02380160897085567,0,1.5216706096174357
feces,T0,Species,GGB9480_SGB14874,34,0.0850396615314164,0.40722121715101317,0,0,0,0,2.3226839939487984
feces,T0,Species,GGB9513_SGB14911,34,0.08478448927438038,0.29930703370287615,0,0,0,0,1.3904826081600719
feces,T0,Species,Streptococcus_sanguinis,34,0.08467139594476511,0.20683144195614667,0,0,0.021084972743494388,0,0.8645722195060414
feces,T0,Species,Clostridiaceae_bacterium_Marseille_Q3526,34,0.08362577219676648,0.29545769997170607,0,0,0,0,1.5417157460402398
feces,T0,Species,Bacteroides_ovatus,34,0.08164688928627309,0.24959424186386917,0,0,0.04030502745511242,0,1.4082133645460693
feces,T0,Species,GGB3433_SGB4573,34,0.08095089984698096,0.33867241013273325,0,0,0,0,1.833516027064867
feces,T0,Species,Streptococcus_sp_F0442,34,0.080579951565101,0.43081001021397847,0,0,0,0,2.509294488868364
feces,T0,Species,Faecalibacillus_intestinalis,34,0.08047496923591481,0.28108359532622523,0,0,0,0,1.4175857065109632
feces,T0,Species,Lachnospiraceae_unclassified_SGB4550,34,0.07918500178751306,0.454562886170041,0,0,0,0,2.651457422987043
feces,T0,Species,Enterocloster_lavalensis,34,0.07848276589764211,0.32504272260471023,0,0,0,0,1.8527863585517976
feces,T0,Species,Veillonella_dispar,34,0.07845013088333862,0.21210742620834167,0,0,0.028179813229314836,0,1.0310043919450618
feces,T0,Species,Clostridium_sp_AM29_11AC,34,0.07755210264151165,0.33943618829139044,0,0,0,0,1.9668064715638918
feces,T0,Species,Coprococcus_catus,34,0.0772716946332962,0.24596376531676242,0,0,0.04981170833441899,0,1.3975920215993138
feces,T0,Species,GGB3609_SGB4877,34,0.07650530613064246,0.4129002408823259,0,0,0,0,2.4060475918096844
feces,T0,Species,Streptococcus_anginosus,34,0.07082153676194117,0.23415857198287554,0,0,0.010820311149935927,0,1.1662554581616555
feces,T0,Species,GGB3005_SGB3996,34,0.06976436341720067,0.40386389078414,0,0,0,0,2.355369128801194
feces,T0,Species,Eubacterium_ventriosum,34,0.06611971381316135,0.2215726707035707,0,0,0,0,1.0033065192222244
feces,T0,Species,Lancefieldella_parvula,34,0.06548143281199428,0.34820668289230966,0,0,0,0,2.033823668998795
feces,T0,Species,Intestinibacter_bartlettii,34,0.06535975513254813,0.1916717128819938,0,0,0.03125604737530112,0,1.062600990681615
feces,T0,Species,Anaeromassilibacillus_senegalensis,34,0.06433000776756136,0.1724909190620892,0,0,0,0,0.7795316509272809
feces,T0,Species,Roseburia_hominis,34,0.06336870616368856,0.21752339395413403,0,0,0,0,1.1363132822340398
feces,T0,Species,Slackia_piriformis,34,0.06210350666570973,0.34726453319326844,0,0,0,0,2.025665194959738
feces,T0,Species,Latilactobacillus_sakei,34,0.062005598815972625,0.20033284893893252,0,0,9.601252003261225e-4,0,0.8188324002826282
feces,T0,Species,Eisenbergiella_tayi,34,0.06135788891044057,0.19166878211247895,0,0,0,0,0.9564934155134486
feces,T0,Species,Blautia_SGB101324,34,0.061070565961205255,0.34749483875313625,0,0,0,0,2.0271202063955087
feces,T0,Species,Collinsella_intestinalis,34,0.06073857562268897,0.2508408241697964,0,0,0,0,1.2189504796596853
feces,T0,Species,Streptococcus_mitis,34,0.06015897390706116,0.1759269909903427,0,0,0.01474929152472327,0,0.8276847777012751
feces,T0,Species,Blautia_schinkii,34,0.0559376526525888,0.32616976172781087,0,0,0,0,1.9018801901880191
feces,T0,Species,GGB4277_SGB5832,34,0.05556811911837727,0.288868327664785,0,0,0,0,1.6781634999388155
feces,T0,Species,Clostridium_leptum,34,0.055471857895132065,0.2600083740354484,0,0,0,0,1.5138280311322334
feces,T0,Species,Clostridium_perfringens,34,0.054778018183948354,0.17591166329792166,0,0,0.0060941312115483075,0,0.9249626036200322
feces,T0,Species,Prevotella_buccae,34,0.05452942836080605,0.2476228341292769,0,0,0,0,1.377500997011766
feces,T0,Species,Peptoniphilus_harei,34,0.05330032853771096,0.30394007027186654,0,0,0,0,1.7730145989264505
feces,T0,Species,Enterobacter_ludwigii,34,0.052233741981002925,0.30457243677898954,0,0,0,0,1.7759472273540995
feces,T0,Species,Schaalia_SGB17168,34,0.052113525424752234,0.1637284739610242,0,0,0,0,0.739067743776248
feces,T0,Species,Lachnospiraceae_bacterium_CLA_AA_H244,34,0.051420208977454154,0.18493446326841845,0,0,0,0,1.0248009937685016
feces,T0,Species,Bacteroides_xylanisolvens,34,0.051379676921843795,0.11851731522582713,0,0,0.015627992067232352,0,0.4242581283139072
feces,T0,Species,Gemella_sanguinis,34,0.0505340096595975,0.12402964833745006,0,0,0.019960155415513887,0,0.5342037290358362
feces,T0,Species,Rothia_mucilaginosa,34,0.05024826891706173,0.08948233032335581,0.005247937560212378,0,0.053403958694339615,0,0.37031567764853934
feces,T0,Species,Dorea_sp_AF36_15AT,34,0.0495971334907003,0.16552185388878782,0,0,0.01228320628412137,0,0.9132907161801049
feces,T0,Species,Wansuia_hejianensis,34,0.048086285511553195,0.15382805944599645,0,0,0.00934103097558809,0,0.8416989340080913
feces,T0,Species,Mediterraneibacter_glycyrrhizinilyticus,34,0.0479168014812543,0.11039223937948969,0,0,0.029984074998032115,0,0.44767909070092565
feces,T0,Species,Enterocloster_hominis,34,0.04642051673489457,0.1743074718481928,0,0,0,0,0.8142372464722858
feces,T0,Species,Streptococcus_vestibularis,34,0.043861523787040946,0.1202540790403382,0,0,0,0,0.49908666498807613
feces,T0,Species,Slackia_isoflavoniconvertens,34,0.043000108762558026,0.15926406090429474,0,0,0,0,0.8834688602125499
feces,T0,Species,Clostridium_sp_AF36_4,34,0.042903302260982795,0.2501670916137983,0,0,0,0,1.458712276873415
feces,T0,Species,Megasphaera_micronuciformis,34,0.042444140206458814,0.17374296698405772,0,0,0,0,0.9695171869596034
feces,T0,Species,GGB1219_SGB1587,34,0.040760411608641446,0.23767199930408223,0,0,0,0,1.385853994693809
feces,T0,Species,Fusobacterium_nucleatum,34,0.04037853366593913,0.16891479774695375,0,0,0,0,0.9539090917765367
feces,T0,Species,Rothia_SGB49305,34,0.04031303188546714,0.08964629504724145,0,0,0.02470545638049371,0,0.3803197742181974
feces,T0,Species,Drancourtella_massiliensis,34,0.03994709615773298,0.17092256434041864,0,0,0,0,0.97797
feces,T0,Species,Actinomyces_oris,34,0.03983514882173,0.13907050302843763,0,0,0.009441753586108985,0,0.7489808175591262
feces,T0,Species,Citrobacter_freundii,34,0.03909478707610845,0.18273194324805406,0,0,0,0,1.0323415047843782
feces,T0,Species,Veillonella_rogosae,34,0.03870671786895459,0.12287389744978038,0,0,0,0,0.6082611789674355
feces,T0,Species,Lacticaseibacillus_paracasei,34,0.038193970140391637,0.16954290370774736,0,0,0.004735062476090299,0,0.9873300987330099
feces,T0,Species,Granulicatella_SGB8255,34,0.036856438823012386,0.09680131647354152,0,0,0.015293714115517719,0,0.4375482656179589
feces,T0,Species,Lachnospira_pectinoschiza,34,0.0368140623238949,0.1933939696804934,0,0,0,0,1.128398307601177
feces,T0,Species,Rubneribacter_badeniensis,34,0.03680874174509205,0.14962438167021472,0,0,0,0,0.8360490207923112
feces,T0,Species,Eubacterium_siraeum,34,0.036789548857887024,0.2028100925214194,0,0,0,0,1.1837425063042937
feces,T0,Species,Parabacteroides_johnsonii,34,0.03637651514772853,0.1939407419326352,0,0,0,0,1.1293472668836018
feces,T0,Species,Alistipes_dispar,34,0.035477262178482766,0.15805170479852912,0,0,0,0,0.9136793832539079
feces,T0,Species,Ruminococcus_callidus,34,0.03531130268101579,0.14409115862555563,0,0,0,0,0.8023816049500134
feces,T0,Species,Lachnospira_eligens,34,0.035127487233664295,0.17582883257973378,0,0,0,0,1.0156430254761337
feces,T0,Species,Clostridium_porci,34,0.03473245141830012,0.19883370204406758,0,0,0,0,1.1598368971862834
feces,T0,Species,Clostridium_SGB6179,34,0.034089169047071495,0.11894144197849622,0,0,0,0,0.6009874093648084
feces,T0,Species,Prevotella_marseillensis,34,0.033771935126783496,0.1956063723812,0,0,0,0,1.14077333024057
feces,T0,Species,Peptostreptococcus_SGB749,34,0.03300218952290387,0.18580892824197998,0,0,0,0,1.084084155121011
feces,T0,Species,GGB9480_SGB14875,34,0.03278144402169764,0.1888247076180164,0,0,0,0,1.1013490967377197
feces,T0,Species,Roseburia_inulinivorans,34,0.03250581136783532,0.11247477952660699,0,0,0,0,0.49136309504212905
feces,T0,Species,Alistipes_onderdonkii,34,0.03236318350523288,0.07825640491834521,0,0,0.01440320552934155,0,0.3056762000877051
feces,T0,Species,GGB3433_SGB4574,34,0.03158262846296239,0.09608008752689169,0,0,0,0,0.494500895324169
feces,T0,Species,GGB9359_SGB14334,34,0.031443841078505994,0.14777618492878364,0,0,0,0,0.8553367760586787
feces,T0,Species,GGB3819_SGB5184,34,0.03135849437069791,0.13251384129912594,0,0,0,0,0.727122906816349
feces,T0,Species,Senegalimassilia_SGB14826,34,0.031303765359294404,0.1616991916178069,0,0,0,0,0.9382176701487616
feces,T0,Species,Alistipes_putredinis,34,0.030139302601321045,0.15313188507876707,0,0,0,0,0.8911362041610227
feces,T0,Species,Ligilactobacillus_saerimneri,34,0.030053939588792253,0.1256871680390816,0,0,0,0,0.72579
feces,T0,Species,GGB3109_SGB4121,34,0.029779871206967838,0.0780491840138353,0,0,0.012771907556874998,0,0.39144104391212614
feces,T0,Species,Collinsella_SGB14754,34,0.029756325550733938,0.1345170617252388,0,0,0,0,0.7461187977283388
feces,T0,Species,Gordonibacter_urolithinfaciens,34,0.029539358497151294,0.0718313632477878,0,0,0.015186474983621178,0,0.34111448132836525
feces,T0,Species,Dysosmobacter_welbionis,34,0.029510242615087112,0.06189881324198686,0,0,0.010647691377332449,0,0.24461634453950895
feces,T0,Species,GGB36331_SGB15121,34,0.028675337611340453,0.11629880163421112,0,0,0,0,0.6319857673068764
feces,T0,Species,Christensenella_hongkongensis,34,0.028456015119362795,0.1590206842084558,0,0,0,0,0.928036013836192
feces,T0,Species,Adlercreutzia_equolifaciens,34,0.027160433526833127,0.15688057640062333,0,0,0,0,0.9149995899900528
feces,T0,Species,Schaalia_SGB17157,34,0.02702613148229479,0.05981840763298857,0,0,0.015452311955758066,0,0.26858951083684
feces,T0,Species,Faecalibacillus_SGB6753,34,0.02696459761213052,0.09853836698134034,0,0,0,0,0.5105361734573616
feces,T0,Species,Eubacteriaceae_bacterium_Marseille_Q4139,34,0.02687323118573149,0.13492021172470717,0,0,0,0,0.7792216623962168
feces,T0,Species,GGB9715_SGB15266,34,0.02577953812235939,0.15031924666280816,0,0,0,0,0.8765042961602193
feces,T0,Species,Hydrogeniiclostridium_mannosilyticum,34,0.02572573668110704,0.12113933561305247,0,0,0,0,0.7049701409940281
feces,T0,Species,Faecalibacterium_SGB15346,34,0.025095006618393575,0.08137892541212018,0,0,0,0,0.37927252186166205
feces,T0,Species,Collinsella_bouchesdurhonensis,34,0.02497202638655122,0.08947530334009401,0,0,0,0,0.4532397012227499
feces,T0,Species,Bacteroides_thetaiotaomicron,34,0.024853300932133792,0.05953099508871077,0,0,0.0049924841181332395,0,0.30271293645660624
feces,T0,Species,Leuconostoc_carnosum,34,0.02449306266283513,0.13585072468427367,0,0,0,0,0.7928032568933139
feces,T0,Species,Anaerostipes_caccae,34,0.02446019800791417,0.0926963241578895,0,0,1.579431569096571e-4,0,0.5038922127376789
feces,T0,Species,Barnesiella_intestinihominis,34,0.024067130041544947,0.12109745852802055,0,0,0,0,0.7005164442402532
feces,T0,Species,Bacteroides_faecis,34,0.023970254964376565,0.12467364590635077,0,0,0,0,0.7271977053174696
feces,T0,Species,GGB3537_SGB4727,34,0.02390938246783159,0.0916393738823396,0,0,0,0,0.49404487930987473
feces,T0,Species,Lentihominibacter_SGB71368,34,0.02339637293925443,0.11243627626480542,0,0,0,0,0.6428401224667152
feces,T0,Species,Enterobacter_hormaechei,34,0.02337449102888834,0.12188021148146065,0,0,0,0,0.709057492795158
